user_id,segment,trade_frequency_per_week,portfolio_value_usd,risk_score,avg_holding_days,volatility_exposure
U31692,Équilibré,8,1930.16,0.289,54.7,0.116
U31693,Prudent,3,938.16,0.237,195.1,0.037
U31694,Équilibré,13,2703.5,0.466,74.6,0.29
U31695,Prudent,4,849.94,0.06,285.2,0.066
U31696,Équilibré,14,1858.91,0.479,55.0,0.264
U31697,Prudent,3,924.81,0.073,214.4,0.064
U31698,Aventurier,31,4587.48,0.654,6.2,0.484
U31699,Prudent,0,829.34,0.176,265.0,0.067
U31700,Aventurier,42,1995.89,0.692,8.7,0.781
U31701,Prudent,7,434.47,0.204,128.3,0.1
U31702,Prudent,1,999.28,0.232,165.5,0.099
U31703,Prudent,0,878.58,0.237,298.4,0.072
U31704,Prudent,3,462.58,0.142,114.4,0.052
U31705,Équilibré,13,1597.28,0.494,50.4,0.297
U31706,Aventurier,35,202.62,0.746,2.7,0.364
U31707,Prudent,2,1034.52,0.11,240.2,0.09
U31708,Équilibré,4,951.62,0.255,89.7,0.11
U31709,Équilibré,9,2263.11,0.485,21.5,0.321
U31710,Prudent,4,1026.97,0.155,183.7,0.087
U31711,Prudent,1,899.76,0.174,151.2,0.023
U31712,Aventurier,38,2245.72,0.978,4.1,0.437
U31713,Prudent,0,747.87,0.103,115.5,0.087
U31714,Équilibré,16,979.12,0.372,55.7,0.235
U31715,Prudent,2,574.54,0.137,158.1,0.028
U31716,Équilibré,12,1969.92,0.343,64.8,0.218
U31717,Équilibré,8,449.7,0.341,55.7,0.284
U31718,Prudent,0,1043.19,0.093,214.7,0.021
U31719,Prudent,2,888.73,0.096,247.1,0.028
U31720,Prudent,1,480.71,0.158,107.9,0.057
U31721,Prudent,3,849.17,0.217,186.5,0.066
U31722,Aventurier,37,3262.87,0.781,6.1,0.789
U31723,Prudent,2,1118.34,0.151,169.7,0.09
U31724,Équilibré,7,1028.55,0.401,49.2,0.296
U31725,Prudent,1,790.32,0.198,224.2,0.05
U31726,Aventurier,36,5624.51,0.745,7.4,0.37
U31727,Équilibré,10,2326.97,0.323,63.5,0.22
U31728,Prudent,2,466.79,0.22,183.1,0.022
U31729,Aventurier,31,4419.72,0.627,10.3,0.71
U31730,Prudent,1,432.55,0.137,158.6,0.031
U31731,Équilibré,13,816.22,0.294,81.1,0.277
U31732,Équilibré,10,1269.67,0.274,32.9,0.144
U31733,Équilibré,10,3073.31,0.553,32.9,0.104
U31734,Aventurier,47,1426.39,0.845,8.0,0.454
U31735,Aventurier,51,2335.41,0.901,8.9,0.394
U31736,Aventurier,40,4149.17,0.747,2.9,0.372
U31737,Aventurier,39,3842.3,0.729,11.2,0.731
U31738,Équilibré,7,1375.53,0.511,20.1,0.279
U31739,Prudent,2,750.76,0.066,106.6,0.041
U31740,Équilibré,10,2428.06,0.332,76.2,0.144
U31741,Équilibré,7,2317.11,0.395,34.4,0.299
U31742,Prudent,4,679.18,0.159,234.1,0.063
U31743,Équilibré,13,2024.74,0.533,30.9,0.197
U31744,Aventurier,31,2846.63,0.913,13.9,0.654
U31745,Prudent,2,661.57,0.093,285.0,0.029
U31746,Aventurier,37,4397.68,0.925,2.2,0.875
U31747,Équilibré,11,1936.83,0.303,81.8,0.171
U31748,Prudent,4,811.86,0.099,201.4,0.049
U31749,Aventurier,41,5402.56,0.976,1.5,0.733
U31750,Aventurier,46,2396.35,0.634,3.0,0.606
U31751,Prudent,2,664.47,0.099,208.4,0.062
U31752,Prudent,3,841.44,0.222,112.0,0.021
U31753,Équilibré,11,3137.96,0.281,81.3,0.249
U31754,Aventurier,40,3105.99,0.697,9.4,0.895
U31755,Prudent,2,1243.64,0.206,155.5,0.08
U31756,Prudent,4,990.99,0.213,280.3,0.098
U31757,Équilibré,9,529.33,0.285,59.6,0.17
U31758,Équilibré,12,1225.24,0.474,24.1,0.293
U31759,Prudent,4,798.57,0.167,223.9,0.069
U31760,Aventurier,51,3866.08,0.639,6.3,0.676
U31761,Aventurier,37,3897.54,0.674,8.8,0.67
U31762,Aventurier,49,5361.53,0.91,11.3,0.458
U31763,Prudent,1,849.19,0.088,186.4,0.022
U31764,Aventurier,47,4720.08,0.666,11.3,0.569
U31765,Équilibré,9,1549.81,0.557,25.1,0.226
U31766,Prudent,0,1087.84,0.231,127.5,0.087
U31767,Équilibré,15,1825.85,0.511,72.3,0.335
U31768,Prudent,0,557.03,0.06,207.7,0.095
U31769,Équilibré,7,1851.01,0.422,61.7,0.305
U31770,Équilibré,6,2344.91,0.411,74.7,0.294
U31771,Équilibré,16,1080.95,0.584,56.6,0.127
U31772,Prudent,3,817.71,0.2,100.8,0.082
U31773,Équilibré,9,1927.18,0.546,27.7,0.237
U31774,Prudent,3,701.58,0.062,223.3,0.081
U31775,Aventurier,38,1973.43,0.915,10.2,0.39
U31776,Équilibré,11,1561.08,0.349,38.4,0.284
U31777,Prudent,3,923.08,0.097,177.7,0.025
U31778,Prudent,1,547.71,0.08,257.1,0.021
U31779,Équilibré,7,2088.49,0.436,81.2,0.141
U31780,Équilibré,7,1009.29,0.383,53.0,0.235
U31781,Équilibré,17,2239.1,0.392,66.2,0.18
U31782,Prudent,2,599.94,0.176,217.3,0.092
U31783,Équilibré,9,643.37,0.466,83.2,0.299
U31784,Prudent,4,573.94,0.177,152.9,0.039
U31785,Équilibré,7,2243.67,0.503,63.9,0.307
U31786,Aventurier,35,3568.55,0.852,3.3,0.589
U31787,Équilibré,14,1449.68,0.385,52.2,0.256
U31788,Prudent,3,662.98,0.211,177.3,0.075
U31789,Aventurier,39,3145.25,0.941,8.7,0.466
U31790,Prudent,5,966.42,0.216,207.5,0.027
U31791,Équilibré,5,2058.78,0.462,38.9,0.209
U31792,Équilibré,9,1639.97,0.295,28.3,0.291
U31793,Prudent,2,680.94,0.062,100.7,0.045
U31794,Prudent,4,575.13,0.243,190.7,0.065
U31795,Prudent,4,685.95,0.226,296.9,0.061
U31796,Aventurier,34,5626.53,0.706,7.6,0.744
U31797,Aventurier,30,1076.66,0.735,7.8,0.823
U31798,Équilibré,9,1416.55,0.274,86.1,0.175
U31799,Prudent,1,917.74,0.203,194.4,0.022
U31800,Aventurier,42,2713.47,0.696,7.3,0.479
U31801,Équilibré,11,1484.07,0.474,87.3,0.312
U31802,Équilibré,6,2180.32,0.529,45.4,0.296
U31803,Équilibré,12,1002.94,0.259,62.6,0.179
U31804,Équilibré,3,180.05,0.402,73.2,0.259
U31805,Équilibré,7,2436.05,0.346,46.9,0.279
U31806,Équilibré,15,1613.1,0.294,50.2,0.326
U31807,Équilibré,11,2420.13,0.407,26.8,0.333
U31808,Aventurier,38,5837.7,0.883,1.6,0.855
U31809,Prudent,2,691.86,0.135,279.7,0.085
U31810,Équilibré,8,2305.16,0.35,52.5,0.26
U31811,Prudent,1,645.81,0.175,100.5,0.069
U31812,Équilibré,11,2122.82,0.278,36.4,0.273
U31813,Prudent,2,674.26,0.156,163.3,0.042
U31814,Prudent,1,891.18,0.218,271.4,0.089
U31815,Aventurier,43,2188.53,0.81,8.1,0.736
U31816,Prudent,1,677.42,0.097,141.5,0.043
U31817,Équilibré,13,1248.23,0.495,36.0,0.246
U31818,Aventurier,43,2318.28,0.977,2.6,0.801
U31819,Équilibré,10,2313.54,0.482,46.1,0.165
U31820,Prudent,4,740.58,0.175,135.1,0.036
U31821,Prudent,1,621.33,0.15,128.7,0.067
U31822,Aventurier,50,2628.97,0.916,7.3,0.41
U31823,Équilibré,11,935.42,0.379,73.4,0.169
U31824,Équilibré,16,2781.18,0.451,79.6,0.263
U31825,Équilibré,9,1179.16,0.561,59.4,0.148
U31826,Équilibré,12,2151.21,0.431,33.0,0.292
U31827,Équilibré,5,2804.76,0.568,49.2,0.148
U31828,Prudent,2,967.65,0.168,101.4,0.051
U31829,Équilibré,8,1941.86,0.459,74.2,0.341
U31830,Équilibré,8,1243.81,0.529,82.3,0.272
U31831,Prudent,2,692.42,0.136,284.8,0.079
U31832,Prudent,1,948.76,0.103,183.7,0.044
U31833,Équilibré,10,1755.81,0.372,82.7,0.135
U31834,Équilibré,7,1113.22,0.318,61.9,0.225
U31835,Équilibré,11,1023.79,0.383,27.6,0.305
U31836,Équilibré,8,2136.46,0.432,75.2,0.299
U31837,Équilibré,12,3208.03,0.366,72.3,0.226
U31838,Aventurier,32,2698.93,0.839,3.2,0.501
U31839,Équilibré,4,2348.33,0.483,32.1,0.167
U31840,Prudent,4,657.41,0.134,155.3,0.055
U31841,Équilibré,11,994.35,0.405,81.8,0.327
U31842,Équilibré,10,2007.52,0.522,79.2,0.181
U31843,Aventurier,35,1927.16,0.832,6.6,0.656
U31844,Prudent,1,601.07,0.148,292.3,0.026
U31845,Équilibré,8,1805.24,0.548,33.1,0.33
U31846,Prudent,2,611.12,0.185,236.0,0.078
U31847,Prudent,4,945.03,0.203,122.6,0.058
U31848,Équilibré,9,1590.23,0.339,80.6,0.201
U31849,Prudent,0,726.06,0.088,287.5,0.044
U31850,Équilibré,12,1569.99,0.429,79.2,0.298
U31851,Aventurier,35,2573.09,0.755,12.7,0.38
U31852,Aventurier,42,3110.92,0.852,13.0,0.827
U31853,Prudent,2,656.34,0.24,167.3,0.076
U31854,Équilibré,13,1824.56,0.575,70.9,0.202
U31855,Aventurier,43,2154.72,0.649,10.3,0.676
U31856,Prudent,3,1009.89,0.066,166.4,0.082
U31857,Équilibré,15,1197.71,0.592,59.5,0.119
U31858,Aventurier,42,2937.64,0.745,4.9,0.891
U31859,Prudent,3,944.85,0.176,217.2,0.051
U31860,Aventurier,42,2853.2,0.907,5.9,0.4
U31861,Équilibré,9,2294.34,0.57,37.6,0.18
U31862,Prudent,3,592.2,0.083,124.5,0.076
U31863,Équilibré,12,538.69,0.492,25.5,0.338
U31864,Prudent,1,692.3,0.073,166.3,0.082
U31865,Prudent,1,596.48,0.075,296.0,0.088
U31866,Équilibré,5,812.85,0.522,89.6,0.194
U31867,Équilibré,6,3013.35,0.302,59.3,0.176
U31868,Équilibré,11,1663.78,0.31,34.1,0.349
U31869,Prudent,1,864.18,0.139,151.9,0.06
U31870,Aventurier,40,3427.82,0.987,11.2,0.385
U31871,Équilibré,6,2115.59,0.42,82.0,0.129
U31872,Aventurier,44,2558.52,0.742,1.8,0.375
U31873,Aventurier,37,4255.81,0.992,10.0,0.848
U31874,Prudent,2,990.87,0.191,247.4,0.036
U31875,Prudent,4,630.2,0.061,250.5,0.076
U31876,Aventurier,43,828.08,0.846,12.7,0.644
U31877,Équilibré,16,249.1,0.566,70.8,0.114
U31878,Prudent,3,773.96,0.09,110.6,0.034
U31879,Équilibré,8,1444.42,0.304,29.0,0.186
U31880,Prudent,0,534.13,0.085,253.0,0.081
U31881,Prudent,2,886.74,0.14,153.1,0.046
U31882,Équilibré,5,2622.28,0.36,77.2,0.13
U31883,Prudent,2,438.57,0.178,251.7,0.046
U31884,Aventurier,41,5179.79,0.851,10.1,0.683
U31885,Aventurier,47,2592.33,0.987,11.2,0.598
U31886,Équilibré,6,1944.65,0.277,54.6,0.125
U31887,Prudent,3,540.26,0.146,123.0,0.029
U31888,Prudent,2,754.27,0.183,155.2,0.04
U31889,Équilibré,10,2649.5,0.434,29.3,0.18
U31890,Équilibré,20,1848.31,0.47,28.7,0.276
U31891,Prudent,3,824.47,0.078,234.4,0.093
U31892,Équilibré,11,357.76,0.533,56.0,0.267
U31893,Équilibré,12,2113.61,0.419,37.5,0.158
U31894,Aventurier,38,1478.99,0.943,9.4,0.875
U31895,Aventurier,31,2881.66,0.683,13.1,0.882
U31896,Équilibré,10,189.38,0.46,44.5,0.248
U31897,Équilibré,13,2253.19,0.345,21.5,0.347
U31898,Prudent,2,756.13,0.062,125.1,0.047
U31899,Prudent,1,668.36,0.245,251.9,0.041
U31900,Aventurier,42,3479.92,0.759,14.1,0.806
U31901,Équilibré,14,2405.93,0.431,82.6,0.215
U31902,Prudent,1,827.23,0.064,295.6,0.048
U31903,Équilibré,17,2308.2,0.357,86.3,0.108
U31904,Aventurier,42,4182.24,0.786,7.3,0.826
U31905,Prudent,2,850.21,0.197,173.1,0.021
U31906,Prudent,3,495.24,0.186,190.6,0.058
U31907,Aventurier,40,4011.91,0.999,12.8,0.384
U31908,Équilibré,8,2089.73,0.312,58.7,0.33
U31909,Équilibré,11,2078.19,0.469,84.4,0.157
U31910,Prudent,1,841.71,0.208,111.2,0.048
U31911,Aventurier,49,4944.0,0.724,14.4,0.712
U31912,Aventurier,48,4289.12,0.993,12.6,0.421
U31913,Équilibré,8,2439.45,0.576,74.3,0.345
U31914,Prudent,2,805.04,0.235,234.7,0.025
U31915,Équilibré,9,2146.44,0.555,53.2,0.114
U31916,Prudent,2,911.69,0.249,294.3,0.076
U31917,Prudent,5,858.52,0.154,224.2,0.03
U31918,Équilibré,5,1219.11,0.543,78.6,0.288
U31919,Prudent,2,647.48,0.091,133.2,0.054
U31920,Aventurier,37,4126.55,0.972,8.8,0.762
U31921,Prudent,0,804.26,0.185,218.2,0.034
U31922,Équilibré,9,2390.94,0.591,64.3,0.266
U31923,Prudent,1,967.97,0.225,189.1,0.045
U31924,Équilibré,10,1517.76,0.401,61.8,0.285
U31925,Prudent,0,456.23,0.107,125.6,0.053
U31926,Équilibré,13,1753.46,0.562,60.7,0.319
U31927,Équilibré,14,1534.74,0.525,85.0,0.254
U31928,Aventurier,34,3526.59,0.699,7.2,0.672
U31929,Équilibré,10,1768.74,0.503,78.6,0.215
U31930,Prudent,1,541.74,0.069,139.9,0.068
U31931,Prudent,1,621.96,0.238,215.6,0.086
U31932,Équilibré,10,2041.05,0.26,22.2,0.124
U31933,Prudent,2,1106.11,0.061,249.5,0.033
U31934,Équilibré,12,1845.16,0.254,26.1,0.155
U31935,Aventurier,52,2030.67,0.961,13.2,0.585
U31936,Aventurier,44,4216.82,0.677,12.7,0.728
U31937,Aventurier,48,5394.24,0.734,12.9,0.899
U31938,Aventurier,40,3887.45,0.759,2.4,0.852
U31939,Équilibré,10,1465.13,0.504,87.6,0.218
U31940,Équilibré,13,1397.46,0.537,29.7,0.224
U31941,Équilibré,16,950.3,0.329,66.3,0.231
U31942,Aventurier,43,3121.0,0.629,13.4,0.782
U31943,Prudent,0,1116.23,0.096,134.9,0.03
U31944,Équilibré,11,1256.99,0.508,60.7,0.16
U31945,Prudent,1,709.38,0.174,229.8,0.069
U31946,Prudent,1,833.43,0.098,262.3,0.073
U31947,Équilibré,15,937.21,0.5,31.8,0.266
U31948,Équilibré,8,1141.8,0.325,79.0,0.229
U31949,Équilibré,7,1532.78,0.586,84.8,0.308
U31950,Équilibré,10,1426.0,0.38,28.8,0.299
U31951,Équilibré,7,1493.54,0.466,55.9,0.284
U31952,Prudent,1,960.34,0.152,117.3,0.075
U31953,Équilibré,12,1699.19,0.537,61.0,0.243
U31954,Aventurier,37,5169.98,0.814,14.4,0.508
U31955,Prudent,5,1118.74,0.105,124.5,0.078
U31956,Équilibré,9,2008.07,0.396,68.1,0.193
U31957,Équilibré,7,1921.22,0.252,26.4,0.214
U31958,Aventurier,37,6097.32,0.843,13.6,0.476
U31959,Équilibré,8,1863.19,0.474,39.0,0.125
U31960,Prudent,0,846.29,0.196,234.9,0.05
U31961,Aventurier,43,1159.73,0.621,6.4,0.827
U31962,Aventurier,38,3914.59,0.691,1.2,0.599
U31963,Équilibré,14,1547.51,0.466,23.0,0.119
U31964,Équilibré,10,1166.69,0.368,38.8,0.181
U31965,Équilibré,12,1820.39,0.572,87.4,0.246
U31966,Équilibré,20,2048.49,0.488,77.6,0.235
U31967,Équilibré,7,3054.4,0.44,62.0,0.141
U31968,Aventurier,39,4932.71,0.931,5.0,0.79
U31969,Aventurier,46,3496.94,0.901,2.2,0.534
U31970,Équilibré,9,3090.45,0.489,27.1,0.208
U31971,Aventurier,44,3664.06,0.889,13.8,0.592
U31972,Prudent,3,804.09,0.122,224.6,0.039
U31973,Prudent,5,585.66,0.082,152.2,0.077
U31974,Équilibré,8,1881.88,0.285,47.9,0.305
U31975,Équilibré,14,1305.34,0.27,57.2,0.141
U31976,Prudent,0,680.1,0.1,262.9,0.082
U31977,Équilibré,6,1574.52,0.524,80.7,0.262
U31978,Prudent,2,655.78,0.201,231.4,0.093
U31979,Équilibré,10,919.92,0.425,52.8,0.168
U31980,Aventurier,29,5145.29,0.824,7.2,0.711
U31981,Équilibré,8,1960.92,0.35,68.9,0.213
U31982,Équilibré,7,1970.7,0.264,78.4,0.236
U31983,Aventurier,45,2447.68,0.948,8.7,0.487
U31984,Équilibré,8,2263.94,0.258,27.1,0.255
U31985,Aventurier,48,4720.47,0.949,10.1,0.832
U31986,Équilibré,7,2820.0,0.531,73.3,0.29
U31987,Aventurier,39,3778.83,0.907,13.5,0.785
U31988,Aventurier,47,2963.26,0.663,12.9,0.644
U31989,Équilibré,9,1857.5,0.313,64.4,0.204
U31990,Équilibré,8,1566.6,0.412,27.3,0.245
U31991,Équilibré,3,1772.81,0.542,65.0,0.146
U31992,Équilibré,12,1340.92,0.526,62.4,0.187
U31993,Équilibré,13,2297.97,0.29,34.1,0.125
U31994,Prudent,1,883.16,0.08,234.8,0.099
U31995,Équilibré,14,1361.92,0.548,46.4,0.331
U31996,Équilibré,10,1726.73,0.472,28.2,0.299
U31997,Aventurier,37,4490.08,0.938,2.9,0.67
U31998,Équilibré,5,1070.73,0.336,81.7,0.203
U31999,Prudent,2,1073.78,0.11,299.3,0.077
U32000,Prudent,3,805.22,0.2,233.3,0.087
U32001,Prudent,4,1009.44,0.228,289.2,0.022
U32002,Prudent,2,943.18,0.07,238.7,0.051
U32003,Prudent,3,635.4,0.063,182.1,0.071
U32004,Équilibré,9,2258.91,0.494,23.8,0.18
U32005,Aventurier,42,3628.49,0.783,1.9,0.795
U32006,Équilibré,12,1604.21,0.335,33.6,0.158
U32007,Équilibré,11,1803.05,0.52,56.6,0.305
U32008,Équilibré,11,2081.44,0.515,69.4,0.243
U32009,Aventurier,43,2849.19,0.762,9.7,0.819
U32010,Aventurier,34,2763.6,0.897,10.7,0.817
U32011,Prudent,3,1004.01,0.223,281.4,0.088
U32012,Prudent,2,813.34,0.061,224.9,0.086
U32013,Prudent,1,687.85,0.118,294.0,0.077
U32014,Équilibré,12,711.59,0.255,22.7,0.197
U32015,Équilibré,7,1576.5,0.328,28.2,0.27
U32016,Prudent,2,804.35,0.155,129.3,0.081
U32017,Aventurier,49,5641.52,0.766,12.3,0.547
U32018,Équilibré,5,2137.45,0.305,80.4,0.138
U32019,Aventurier,33,4056.81,0.99,1.6,0.725
U32020,Prudent,3,664.68,0.075,190.8,0.057
U32021,Prudent,2,736.47,0.231,267.9,0.064
U32022,Prudent,3,719.27,0.059,165.5,0.051
U32023,Prudent,2,668.63,0.162,279.0,0.061
U32024,Équilibré,8,1541.83,0.285,36.0,0.122
U32025,Prudent,1,667.5,0.062,207.1,0.08
U32026,Équilibré,5,1319.72,0.275,43.8,0.201
U32027,Prudent,5,737.43,0.119,272.3,0.069
U32028,Prudent,2,742.23,0.237,251.8,0.045
U32029,Aventurier,36,4737.02,0.926,5.2,0.459
U32030,Aventurier,49,1155.69,0.901,12.9,0.897
U32031,Équilibré,6,1549.97,0.558,84.3,0.231
U32032,Aventurier,40,3944.89,0.778,9.5,0.386
U32033,Équilibré,5,895.29,0.452,60.2,0.166
U32034,Équilibré,8,1186.15,0.557,59.9,0.346
U32035,Aventurier,42,3550.61,0.879,12.8,0.505
U32036,Prudent,2,1332.54,0.232,232.4,0.067
U32037,Prudent,1,614.31,0.11,185.8,0.048
U32038,Équilibré,14,1928.07,0.571,47.6,0.274
U32039,Équilibré,14,1189.71,0.436,85.1,0.14
U32040,Prudent,2,528.02,0.143,106.4,0.07
U32041,Prudent,3,640.5,0.227,150.4,0.074
U32042,Équilibré,11,2994.54,0.285,37.7,0.277
U32043,Équilibré,8,1422.97,0.283,29.2,0.118
U32044,Équilibré,12,1695.07,0.511,40.7,0.34
U32045,Aventurier,50,2667.91,0.715,10.7,0.755
U32046,Équilibré,10,1841.58,0.528,66.2,0.173
U32047,Équilibré,7,1765.04,0.439,68.0,0.321
U32048,Aventurier,37,3782.21,0.772,5.2,0.798
U32049,Aventurier,36,1364.38,0.712,13.1,0.562
U32050,Équilibré,10,1705.69,0.556,40.9,0.136
U32051,Équilibré,11,2457.76,0.494,36.1,0.11
U32052,Équilibré,13,1382.88,0.573,39.8,0.123
U32053,Équilibré,12,3364.53,0.598,87.7,0.334
U32054,Prudent,3,748.29,0.16,150.8,0.074
U32055,Équilibré,9,2339.54,0.356,30.9,0.296
U32056,Prudent,3,442.85,0.166,234.6,0.089
U32057,Prudent,3,710.88,0.074,113.7,0.038
U32058,Équilibré,5,2010.02,0.479,32.7,0.164
U32059,Aventurier,40,3638.0,0.751,5.8,0.724
U32060,Prudent,4,1070.55,0.131,235.5,0.091
U32061,Prudent,1,406.64,0.194,122.0,0.048
U32062,Équilibré,14,2334.79,0.276,48.9,0.326
U32063,Équilibré,8,1824.41,0.366,49.6,0.285
U32064,Prudent,1,1087.35,0.09,227.6,0.057
U32065,Prudent,6,491.08,0.192,286.4,0.041
U32066,Équilibré,21,1392.28,0.387,40.0,0.19
U32067,Aventurier,40,2344.1,0.753,10.4,0.555
U32068,Prudent,2,896.65,0.186,295.1,0.062
U32069,Prudent,1,698.96,0.143,143.8,0.052
U32070,Équilibré,14,2060.73,0.421,45.7,0.306
U32071,Prudent,1,460.51,0.067,110.4,0.041
U32072,Prudent,2,785.01,0.166,107.0,0.046
U32073,Équilibré,2,1235.97,0.281,72.1,0.16
U32074,Aventurier,42,1848.7,0.925,6.9,0.707
U32075,Prudent,4,651.63,0.115,103.1,0.095
U32076,Équilibré,7,2301.07,0.489,30.6,0.241
U32077,Équilibré,19,1719.12,0.38,25.7,0.316
U32078,Aventurier,44,1463.61,0.914,10.7,0.47
U32079,Prudent,2,755.31,0.054,199.1,0.058
U32080,Équilibré,14,1553.41,0.547,52.6,0.131
U32081,Aventurier,43,2754.99,0.777,13.4,0.757
U32082,Aventurier,37,949.15,0.972,12.4,0.375
U32083,Équilibré,11,1545.25,0.555,66.6,0.337
U32084,Équilibré,9,3215.88,0.595,27.2,0.262
U32085,Équilibré,12,2545.96,0.331,46.3,0.304
U32086,Équilibré,10,2013.79,0.339,35.1,0.238
U32087,Équilibré,17,2673.95,0.359,43.3,0.165
U32088,Équilibré,12,1621.94,0.46,27.8,0.293
U32089,Aventurier,45,3571.23,0.82,11.1,0.677
U32090,Équilibré,7,1231.21,0.376,49.7,0.313
U32091,Équilibré,12,1839.9,0.522,35.4,0.156
U32092,Aventurier,34,2280.46,0.83,3.4,0.366
U32093,Aventurier,35,4901.79,0.608,13.0,0.511
U32094,Équilibré,15,2332.11,0.269,88.1,0.23
U32095,Équilibré,9,2732.58,0.551,38.7,0.159
U32096,Équilibré,9,1822.43,0.419,88.2,0.274
U32097,Prudent,3,751.9,0.066,199.3,0.06
U32098,Prudent,5,1204.3,0.161,263.8,0.034
U32099,Équilibré,18,2485.03,0.443,37.1,0.339
U32100,Prudent,2,859.05,0.106,192.7,0.048
U32101,Équilibré,7,921.85,0.574,61.4,0.133
U32102,Équilibré,5,1976.79,0.403,61.4,0.256
U32103,Équilibré,8,2381.56,0.386,46.1,0.161
U32104,Prudent,1,791.94,0.238,173.5,0.096
U32105,Prudent,1,731.37,0.18,187.1,0.061
U32106,Prudent,2,605.06,0.161,296.6,0.073
U32107,Prudent,4,941.54,0.088,103.7,0.064
U32108,Aventurier,34,3668.97,0.688,3.5,0.653
U32109,Prudent,2,1165.95,0.183,212.8,0.073
U32110,Prudent,4,745.71,0.165,120.0,0.047
U32111,Prudent,3,513.97,0.136,213.0,0.038
U32112,Équilibré,19,2175.7,0.27,87.2,0.332
U32113,Équilibré,12,2274.51,0.437,43.6,0.193
U32114,Prudent,1,859.55,0.11,273.8,0.09
U32115,Aventurier,31,2313.41,0.713,13.9,0.635
U32116,Aventurier,24,2171.61,0.675,12.1,0.74
U32117,Prudent,4,868.16,0.243,115.4,0.036
U32118,Équilibré,13,2565.23,0.467,35.8,0.258
U32119,Équilibré,20,2616.4,0.251,37.0,0.27
U32120,Prudent,3,471.95,0.226,122.6,0.08
U32121,Aventurier,43,3158.72,0.663,14.1,0.897
U32122,Prudent,4,877.7,0.231,221.3,0.042
U32123,Équilibré,14,985.27,0.529,75.9,0.35
U32124,Équilibré,14,1834.77,0.579,32.4,0.141
U32125,Équilibré,10,1632.12,0.272,45.4,0.316
U32126,Aventurier,49,2835.44,0.767,3.6,0.591
U32127,Prudent,3,1014.41,0.1,267.8,0.056
U32128,Prudent,3,772.12,0.056,262.3,0.02
U32129,Équilibré,9,2393.79,0.326,32.8,0.237
U32130,Prudent,1,719.6,0.21,173.8,0.056
U32131,Prudent,3,672.77,0.167,278.5,0.031
U32132,Équilibré,3,701.93,0.482,82.6,0.101
U32133,Prudent,3,1035.29,0.189,105.7,0.072
U32134,Équilibré,8,1681.89,0.581,32.3,0.148
U32135,Prudent,0,670.05,0.071,151.0,0.068
U32136,Prudent,2,799.54,0.086,175.7,0.065
U32137,Équilibré,11,2017.9,0.436,37.2,0.269
U32138,Prudent,4,927.54,0.204,158.1,0.098
U32139,Aventurier,42,3350.11,0.895,11.1,0.753
U32140,Prudent,0,326.17,0.065,229.8,0.075
U32141,Équilibré,15,1363.96,0.398,49.0,0.254
U32142,Aventurier,27,3447.66,0.874,6.5,0.522
U32143,Prudent,2,514.13,0.147,286.7,0.033
U32144,Équilibré,9,2084.57,0.467,84.1,0.146
U32145,Aventurier,46,3933.38,0.819,14.0,0.503
U32146,Prudent,0,763.2,0.086,127.2,0.088
U32147,Aventurier,42,3320.46,0.674,13.9,0.465
U32148,Prudent,2,1062.85,0.22,269.4,0.063
U32149,Prudent,3,950.44,0.137,262.0,0.056
U32150,Équilibré,7,2416.47,0.382,75.2,0.15
U32151,Prudent,1,755.97,0.217,280.9,0.068
U32152,Équilibré,8,1892.82,0.262,22.1,0.232
U32153,Aventurier,41,243.57,0.963,10.6,0.403
U32154,Aventurier,50,3927.13,0.886,8.8,0.754
U32155,Équilibré,10,2139.16,0.503,74.1,0.266
U32156,Aventurier,44,2104.36,0.846,6.6,0.69
U32157,Équilibré,10,1991.47,0.562,41.4,0.278
U32158,Prudent,3,908.68,0.227,139.2,0.053
U32159,Équilibré,11,2316.58,0.258,40.1,0.205
U32160,Équilibré,13,1368.08,0.346,27.2,0.243
U32161,Équilibré,8,2163.66,0.46,85.8,0.281
U32162,Équilibré,11,2340.67,0.505,44.1,0.173
U32163,Équilibré,11,1396.55,0.39,80.8,0.299
U32164,Équilibré,12,2300.78,0.547,76.6,0.236
U32165,Aventurier,44,3872.77,0.833,13.4,0.407
U32166,Équilibré,10,1515.14,0.561,51.5,0.306
U32167,Prudent,4,878.59,0.107,291.8,0.082
U32168,Équilibré,10,2094.16,0.597,36.3,0.242
U32169,Prudent,0,589.03,0.159,243.6,0.049
U32170,Aventurier,31,5057.18,0.919,14.0,0.764
U32171,Prudent,4,863.85,0.153,175.1,0.093
U32172,Prudent,1,1106.23,0.235,299.7,0.087
U32173,Prudent,2,685.49,0.248,140.4,0.087
U32174,Prudent,2,777.53,0.155,125.1,0.069
U32175,Équilibré,8,1848.23,0.545,36.5,0.181
U32176,Équilibré,11,1449.33,0.392,48.8,0.197
U32177,Aventurier,47,5368.7,0.695,5.5,0.355
U32178,Équilibré,10,1435.51,0.375,54.2,0.209
U32179,Prudent,4,993.31,0.226,247.5,0.093
U32180,Équilibré,10,2356.59,0.496,64.9,0.205
U32181,Équilibré,10,1883.67,0.358,78.1,0.268
U32182,Équilibré,9,1006.86,0.552,26.2,0.35
U32183,Équilibré,14,1671.92,0.374,56.8,0.133
U32184,Prudent,3,1127.29,0.214,253.7,0.077
